audio_file|text|speaker_name
285608\audio.wav|then taking his ship he walked away|indian_male
28561\audio.wav|dear|indian_male
285631\audio.wav|i bet it's the boy alive|indian_male
285686\audio.wav|madeleine i have ever enjoying her|indian_male
28569\audio.wav|but katie|indian_male
285726\audio.wav|why do they need jim|indian_male
285766\audio.wav|you like a|indian_male
285769\audio.wav|i thought i give the pits of tree|indian_male
285795\audio.wav|was the idea of blocking this|indian_male
285814\audio.wav|what should be given|indian_male
285875\audio.wav|as i make it late|indian_male
285892\audio.wav|the skies commenced to start it and the nice farmers the pity tamaiti|indian_male
285899\audio.wav|something on sporty five place|indian_male
285919\audio.wav|all of these sources were used up|indian_male
285920\audio.wav|i never said any such|indian_male
285921\audio.wav|the god my eyes are not yet after stone to the desert the boy said|indian_male
285980\audio.wav|if i was at a party where there was drinking in wall i could call him any would come pick me up and take me home|indian_male
285991\audio.wav|on impotent the amorous|indian_male
285995\audio.wav|it is sense|indian_male
286024\audio.wav|flaring tortures were filling pedungan with an ambo|indian_male
286025\audio.wav|you are on the boat here|indian_male
286047\audio.wav|yes get me go|indian_male
286073\audio.wav|i only then|indian_male
2861\audio.wav|in order and of a car|indian_male
28610\audio.wav|the boys lived|indian_male
286118\audio.wav|this is a|indian_male
28613\audio.wav|sindabele|indian_male
286164\audio.wav|the agents idly entered them bessie from the roof|indian_male
286185\audio.wav|that's the way it always is said the old man|indian_male
286215\audio.wav|what would you do with the cunning of a|indian_male
286216\audio.wav|what's the fire of locking this|indian_male
286252\audio.wav|what is a better aim only saloon and|indian_male
286257\audio.wav|he sat there in a agree|indian_male
286284\audio.wav|i have never seen an obstacle|indian_male
286321\audio.wav|what was spoken was totally disregarded|indian_male
286324\audio.wav|what a book he got there|indian_male
286331\audio.wav|i am an occupation to do a fuller than a real|indian_male
286341\audio.wav|people from all over the world had watched to the village so that his father|indian_male
286367\audio.wav|loveland the out of ten war|indian_male
286395\audio.wav|i can stand being for the lady|indian_male
286416\audio.wav|it is tendon or ariosto is lassen and again|indian_male
286440\audio.wav|the audience previous hermetic work inalienable|indian_male
286447\audio.wav|tales of the prayers of consideration|indian_male
286469\audio.wav|this was the strangest of all things that ever came to us from our space|indian_male
28648\audio.wav|the decision was already made|indian_male
286484\audio.wav|a son in oolite let|indian_male
286510\audio.wav|theories of honest bore your cigar now|indian_male
286512\audio.wav|elina fording the bogus making compliments|indian_male
286556\audio.wav|is it petion reminds me of or for true|indian_male
286589\audio.wav|for one semiofficial capital|indian_male
286595\audio.wav|the whole thing seemed the passing by the tile|indian_male
286596\audio.wav|that it's got to get what's coming to you|indian_male
286639\audio.wav|in this are rap i want to unbind the civility of the refinery went|indian_male
286651\audio.wav|he occupied an|indian_male
286665\audio.wav|you mind if i sit here|indian_male
286672\audio.wav|those a counter on the top left of the reach|indian_male
286682\audio.wav|what did he buy a paper for|indian_male
286722\audio.wav|i have old lady told|indian_male
286754\audio.wav|i suppose all this is leading somewhere|indian_male
28680\audio.wav|we also were one being on has no meaning|indian_male
286824\audio.wav|i dig my now|indian_male
286827\audio.wav|maybe he give us one|indian_male
286837\audio.wav|the beach no solidifies|indian_male
286844\audio.wav|i would might be displaced you|indian_male
286881\audio.wav|the jack may be certified|indian_male
286913\audio.wav|weary trying to forget it in a very|indian_male
286966\audio.wav|i nother good|indian_male
286986\audio.wav|first she got a signer sipped|indian_male
287007\audio.wav|all the ponies for|indian_male
287040\audio.wav|the level ground was blackened as far as one could see in a still giving off smoke|indian_male
287056\audio.wav|what a|indian_male
28707\audio.wav|the boy any in king|indian_male
287083\audio.wav|the waiting men|indian_male
287097\audio.wav|it was primarily photometer testing but it will vote both a clever and with the future|indian_male
287098\audio.wav|i won't believe every lie i tell|indian_male
28716\audio.wav|give them a little son die|indian_male
287200\audio.wav|then you give me of these asked to|indian_male
287205\audio.wav|be to all the ten|indian_male
287267\audio.wav|his son enters at a distant place and became a centurion|indian_male
287303\audio.wav|there a lot of seas over there|indian_male
287350\audio.wav|and the bay named deacon philip|indian_male
287352\audio.wav|the limitation and aleutian inaccurate|indian_male
287409\audio.wav|the seventeen year old for genius in man be as he touched the bell|indian_male
287466\audio.wav|by nora something|indian_male
287481\audio.wav|i believe in you|indian_male
287544\audio.wav|the hindustani coat|indian_male
287547\audio.wav|are|indian_male
287557\audio.wav|but the cup was wounded in north africa|indian_male
287562\audio.wav|an me if it be before me in maxwell|indian_male
287613\audio.wav|i am going to take over a lot of places and things|indian_male
287614\audio.wav|nay it is something of far|indian_male
287621\audio.wav|celebrated for|indian_male
287629\audio.wav|witnesses throat answer back and for hostages|indian_male
287641\audio.wav|all was ironside|indian_male
28766\audio.wav|the invariable to deal with this pistol the language of the old|indian_male
287681\audio.wav|mel i to be be one of the woman who waited|indian_male
287721\audio.wav|a|indian_male
287791\audio.wav|beloved of negation with bare|indian_male
287813\audio.wav|that's the door right then|indian_male
287820\audio.wav|night in|indian_male
287831\audio.wav|this poor stars|indian_male
287891\audio.wav|it made it a woman|indian_male
287913\audio.wav|we landed at into a police depot|indian_male
287926\audio.wav|not more going on less deaconed inflatable slight|indian_male
288006\audio.wav|some pointed and he|indian_male
288052\audio.wav|but there intervened|indian_male
288069\audio.wav|just|indian_male
288108\audio.wav|you are contesting|indian_male
288118\audio.wav|a line promised to call from new york unite|indian_male
288161\audio.wav|it took her while to get us treat|indian_male
288195\audio.wav|then i have only gone and had to dress|indian_male
288229\audio.wav|why he aleutian and no open let|indian_male
288238\audio.wav|find the shade let sudden takes|indian_male
288244\audio.wav|many more are of your foster|indian_male
288253\audio.wav|or do think it would fill him|indian_male
288306\audio.wav|it is monotonous|indian_male
288328\audio.wav|if you seize a tooting your hand you can you then i tarantellas in|indian_male
288354\audio.wav|stone bashing ivy all the time|indian_male
288392\audio.wav|the bottom made a strange ticking sound went red|indian_male
288401\audio.wav|they do give a money|indian_male
288425\audio.wav|i vas you every possible happiness enjoy|indian_male
288428\audio.wav|you know where kennicott|indian_male
288430\audio.wav|i want to do what i wanted|indian_male
288446\audio.wav|it promised at a|indian_male
288490\audio.wav|some went away while i was there and other big can|indian_male
288510\audio.wav|this is secocoeni|indian_male
288531\audio.wav|the houses were squashed together at sardis|indian_male
288553\audio.wav|the italian defending tricks and ancient tale his audience|indian_male
288566\audio.wav|what movies are at very beseem|indian_male
288598\audio.wav|see that man lived at this at the bottom of the post|indian_male
288624\audio.wav|a man|indian_male
288627\audio.wav|in leaving slip under the tree the mining|indian_male
288650\audio.wav|it|indian_male
288667\audio.wav|it are mostly dated|indian_male
288686\audio.wav|i can also see the|indian_male
288770\audio.wav|give them me little to degree|indian_male
288778\audio.wav|i looking forward to halicarnassian with a coffee|indian_male
288799\audio.wav|i told them everything they|indian_male
288813\audio.wav|the old lettered on|indian_male
288826\audio.wav|i missing look diorite he could sina|indian_male
288841\audio.wav|only in that we will give you an read the man|indian_male
288861\audio.wav|first he had studied as baron to then was begun and now it was a come|indian_male
2889\audio.wav|you have no one on happened to me|indian_male
288903\audio.wav|lately i am sure in compact|indian_male
288904\audio.wav|the irishman shifted the|indian_male
288973\audio.wav|on parades in this shop are free of a legal|indian_male
289003\audio.wav|it was a stage in|indian_male
289027\audio.wav|mister f that hermanson as possible|indian_male
28905\audio.wav|yes an went at a distance lace and began a century and|indian_male
28908\audio.wav|the we shall admit is astonishing|indian_male
289080\audio.wav|no overture|indian_male
289127\audio.wav|he bore me as in the mornin|indian_male
289132\audio.wav|i been your for our|indian_male
289162\audio.wav|both ike|indian_male
289222\audio.wav|do you know what an engagement regis|indian_male
289295\audio.wav|merely as|indian_male
289378\audio.wav|he could always become a crystal said man again|indian_male
289399\audio.wav|on loan a observed erle|indian_male
289401\audio.wav|the other improvement is in definition|indian_male
289437\audio.wav|ouais|indian_male
289448\audio.wav|the elegy i hope you are enjoying your holiday|indian_male
289471\audio.wav|the experimenter on convincing|indian_male
289482\audio.wav|he was on a ship or|indian_male
289505\audio.wav|the border ma will be remembered for a long|indian_male
289569\audio.wav|one die with|indian_male
289573\audio.wav|he apparently do lies|indian_male
289577\audio.wav|thanks to dropping around|indian_male
289649\audio.wav|all my busy secreted|indian_male
289671\audio.wav|the ideal world beneficial from exams demonstrating to the state waiting|indian_male
289674\audio.wav|the cover of the ninety showed a tie puppies|indian_male
289706\audio.wav|how were my chin brought that man and brought him to egypt|indian_male
289708\audio.wav|when taking the sun man who has distorted the learned the language it good to speak slowly and clearly|indian_male
289721\audio.wav|it|indian_male
28979\audio.wav|the road below and possess|indian_male
289811\audio.wav|he and de toulon but for|indian_male
289834\audio.wav|read this book before out of sex|indian_male
289849\audio.wav|my great grandfather wanted the street|indian_male
289863\audio.wav|she could not manage to climb over the fence|indian_male
289887\audio.wav|television can make his debt but he can also be put education|indian_male
289918\audio.wav|you would have to have been born on arab to understand he answered|indian_male
289929\audio.wav|at last a rise|indian_male
289940\audio.wav|in fine humor lake|indian_male
289942\audio.wav|yes that is to me to|indian_male
289979\audio.wav|but then they would on the part of your future the sea had said|indian_male
289984\audio.wav|the boy toddie was a strange question|indian_male
289993\audio.wav|i hope he grows up to look like you|indian_male
29\audio.wav|the fire lambent of again but when i looked outside there was no one dead|indian_male
290000\audio.wav|i'm on the job|indian_male
290055\audio.wav|as she sat the bindin eugenia|indian_male
290070\audio.wav|yes an chansonettes of the|indian_male
290074\audio.wav|i want to listen to an album from civil|indian_male
290091\audio.wav|o gilly was still on and then gave up|indian_male
290112\audio.wav|i tell my ice|indian_male
290121\audio.wav|mamalis often with the computer|indian_male
290192\audio.wav|while the you in came his sides go|indian_male
29020\audio.wav|i am an old superstition and i believe in our proverbs|indian_male
290210\audio.wav|i didn't rescue|indian_male
290228\audio.wav|sometimes in life pure to cut people out of the life even if you know you'll miss them|indian_male
290277\audio.wav|on the very first page it described a burial ceremony|indian_male
290289\audio.wav|and my linen|indian_male
290299\audio.wav|all i know is this should be the|indian_male
290311\audio.wav|is it god her|indian_male
290323\audio.wav|the boy was also seen his sin was in pursuit of his destiny|indian_male
290329\audio.wav|in my play list of gaming and marian has sinton lord|indian_male
290334\audio.wav|i|indian_male
290355\audio.wav|a guard of people stood around the fountain|indian_male
290382\audio.wav|all the night bedayas in austin|indian_male
290404\audio.wav|only you expected it to be like other marriages|indian_male
290405\audio.wav|was there an old lady brought him from an outer mishap|indian_male
290415\audio.wav|i settled it was hard and every want to play the tireman|indian_male
290417\audio.wav|a canadian people are a little to come|indian_male
290434\audio.wav|it was the first time either had touched the other|indian_male
290449\audio.wav|purity of taste yet shall|indian_male
290482\audio.wav|often in the dancing fox trot together with clara|indian_male
290508\audio.wav|the sun silent time tonoi red|indian_male
290515\audio.wav|the band going to reopen next we|indian_male
290598\audio.wav|to father the fear of flying he imagined how the stewardess would look like an abigail|indian_male
290608\audio.wav|alone is left you tore|indian_male
290628\audio.wav|are you a cleopathera|indian_male
290643\audio.wav|to day i understand something i didn't see before every blazing ignored becomes after|indian_male
290660\audio.wav|that's a good amount to start with|indian_male
290661\audio.wav|he really does in the tube|indian_male
290662\audio.wav|elaboration|indian_male
290669\audio.wav|this pace sweetly feed with people|indian_male
290738\audio.wav|the intendant ate|indian_male
29075\audio.wav|the next day the boy returned to the well hoping to see the girl|indian_male
290762\audio.wav|is milk and flour are demain ingredients of pancakes|indian_male
290795\audio.wav|the oxygen we only to help him till the doctor cathie|indian_male
29085\audio.wav|this is a trip to get your empty|indian_male
290894\audio.wav|i don't know about all|indian_male
29096\audio.wav|we could get to the promise by to morrow said the other taking the money|indian_male
290962\audio.wav|the dictator was radical and as ideology|indian_male
290964\audio.wav|the architecture contained you are where the tatar set can be down to red|indian_male
29099\audio.wav|the boy knew a lot of people in the city|indian_male
291013\audio.wav|you know i would|indian_male
291050\audio.wav|i take it|indian_male
291063\audio.wav|i mediating love|indian_male
291106\audio.wav|and in that way man passed|indian_male
291120\audio.wav|but he appeared to be unaware of any danger|indian_male
291142\audio.wav|pursue|indian_male
291186\audio.wav|thus i find a palace instead of a foul word greatly improve recognition anti|indian_male
291208\audio.wav|as i size at the side o the night gone dis|indian_male
291226\audio.wav|it is toby why you came here all to me the poet have been working on|indian_male
291228\audio.wav|you guys were a place some more force|indian_male
291272\audio.wav|cassy dismantled the bicycle|indian_male
291283\audio.wav|a stranger around here|indian_male
291287\audio.wav|old my friend retorted|indian_male
291300\audio.wav|the word we be has got a bed difficult averters|indian_male
291328\audio.wav|they've got a looking|indian_male
291367\audio.wav|i like that|indian_male
291410\audio.wav|i had in any one|indian_male
29142\audio.wav|we are desirous the hell commit of the|indian_male
291424\audio.wav|in the aegean or he|indian_male
291430\audio.wav|valentia|indian_male
291446\audio.wav|at the dress onesime i jes lay|indian_male
29147\audio.wav|i only had my meal today|indian_male
291473\audio.wav|she couldn't find a way past|indian_male
291561\audio.wav|on your word|indian_male
291563\audio.wav|it could be the harlot was|indian_male
291569\audio.wav|get over john and cole|indian_male
291571\audio.wav|the abdication for asylum has been accepted in the arbiters of fornication|indian_male
291602\audio.wav|doctor anastasius torpedoes|indian_male
291635\audio.wav|the cost footpeople and the auto|indian_male
291669\audio.wav|have you seen in the air|indian_male
29171\audio.wav|macaria is|indian_male
291746\audio.wav|they do live|indian_male
291814\audio.wav|he died on time|indian_male
291816\audio.wav|that i might be here in from you|indian_male
291860\audio.wav|yes calandre and become fully|indian_male
291896\audio.wav|and now an a man edication|indian_male
29197\audio.wav|the englishmen banish to con to find that comes|indian_male
292015\audio.wav|i want to say things but the father devil|indian_male
292016\audio.wav|no season our people women|indian_male
292024\audio.wav|a stranger place is sold in its scabbard and the boy relaxed|indian_male
292031\audio.wav|that medical men in the de|indian_male
292041\audio.wav|the work continued and at times the wind carried the sweet seketulo blood|indian_male
29206\audio.wav|flying the shades for a kiss before dine|indian_male
292095\audio.wav|she come fan aside|indian_male
292099\audio.wav|i am going to hate those who have founded prosecute i never found my|indian_male
292142\audio.wav|i i you you obey|indian_male
292151\audio.wav|i have got to get taken on my interview|indian_male
292163\audio.wav|from this never lie a minit|indian_male
292187\audio.wav|suddenly that a so much more time in the day because she no longer has to spend our commuting|indian_male
292200\audio.wav|something days life out in the desert|indian_male
292211\audio.wav|the shape carton is bad and i|indian_male
292237\audio.wav|he was only you get|indian_male
292243\audio.wav|i don't know how to find life in the desert the boy said|indian_male
292262\audio.wav|look at it|indian_male
292269\audio.wav|what ones|indian_male
292311\audio.wav|you are of an get|indian_male
292321\audio.wav|you say fate and it italy do to step to tear|indian_male
292327\audio.wav|one night the father had a dream|indian_male
292350\audio.wav|you can going there until you for dion|indian_male
292356\audio.wav|whom are you calling on|indian_male
292359\audio.wav|the corrupting that|indian_male
29240\audio.wav|he did put on a tenebrous sea|indian_male
292438\audio.wav|take her to the hospital|indian_male
292471\audio.wav|and if peter|indian_male
292475\audio.wav|the family is his|indian_male
292484\audio.wav|i went stretching my legs clumsily and feeling my way in the dark|indian_male
292502\audio.wav|she went back backing on the yard with a friend full height skill|indian_male
292515\audio.wav|the austro cook program was alike|indian_male
292532\audio.wav|a bank or drum to my cleaning tales|indian_male
292556\audio.wav|or are otanes|indian_male
292563\audio.wav|but he is on the right track|indian_male
292604\audio.wav|alianora so|indian_male
292618\audio.wav|that for the new|indian_male
292684\audio.wav|some side has keyboard shorter you can bind easily but others done|indian_male
292735\audio.wav|the hordesmen drop the ball|indian_male
292741\audio.wav|another a grated|indian_male
292820\audio.wav|going to a dance|indian_male
292835\audio.wav|it sheep running a tanager|indian_male
292880\audio.wav|it is time|indian_male
292885\audio.wav|every one does to the baringo|indian_male
292891\audio.wav|how to get in here|indian_male
293006\audio.wav|i believe that this is not explained in|indian_male
293036\audio.wav|she expiated that|indian_male
293058\audio.wav|a foaming rapid|indian_male
293088\audio.wav|he had been so far even that his face was in unison|indian_male
293089\audio.wav|the one o her neligage|indian_male
293106\audio.wav|cordova|indian_male
293113\audio.wav|who need be sure with so many cruel|indian_male
293133\audio.wav|the epicurean by anna|indian_male
293156\audio.wav|he mashed in the control tibetans hoping for some trusted|indian_male
293184\audio.wav|put some of this music on alix|indian_male
293199\audio.wav|i oftentimes|indian_male
293211\audio.wav|in one full that on many|indian_male
293242\audio.wav|wisitation latencies high enough that is almost always an advantage accomplish everything in a single command|indian_male
293296\audio.wav|soon abubeker|indian_male
293407\audio.wav|she was a well demand|indian_male
293408\audio.wav|cortes a fine of|indian_male
293411\audio.wav|the boy may as parentheses|indian_male
293485\audio.wav|she told them to keep|indian_male
293491\audio.wav|in talking about the betting and lone|indian_male
293502\audio.wav|my mother just call you|indian_male
293522\audio.wav|the word you want of me this an ask|indian_male
293525\audio.wav|and solitude that the condition is increased|indian_male
293543\audio.wav|we shehallion dollars|indian_male
293577\audio.wav|while on his left our soles wisdom|indian_male
293596\audio.wav|if then as disinterestedly and half|indian_male
293629\audio.wav|i like the wise dog|indian_male
293665\audio.wav|i never knowed how all obedient before|indian_male
293673\audio.wav|did a fire extinguisher and put the fire|indian_male
293779\audio.wav|we lay alabanda with only|indian_male
293793\audio.wav|this is a positive|indian_male
293806\audio.wav|don't ye let the water|indian_male
293820\audio.wav|it was in the team palaces morning|indian_male
293848\audio.wav|listen to the fellow of the edie|indian_male
293878\audio.wav|he said it in a fuse in a fiend i raconteur beattie|indian_male
293950\audio.wav|because i knew what he would be|indian_male
293955\audio.wav|pordenone union to a|indian_male
293991\audio.wav|booker is a ration for me and cassy in saint vincent and the grenadines|indian_male
294049\audio.wav|the other statement|indian_male
294079\audio.wav|it was not mary before|indian_male
294123\audio.wav|i guess my little|indian_male
294124\audio.wav|at the mines or was a fear of rob for it every one offered|indian_male
29414\audio.wav|so army consciarecti|indian_male
294142\audio.wav|but will be my daring riego out|indian_male
294160\audio.wav|he asked for him|indian_male
294202\audio.wav|this was a victorious|indian_male
294207\audio.wav|the crash of the earth than the text sacristans or so arable|indian_male
29424\audio.wav|a coward a|indian_male
294241\audio.wav|later wanted to|indian_male
294260\audio.wav|it was de societal stone|indian_male
294271\audio.wav|and gloom to find a dam as commiseration at|indian_male
294297\audio.wav|we land mark into a police patrol|indian_male
294300\audio.wav|i think i know that one|indian_male
294302\audio.wav|to that i drew near|indian_male
294336\audio.wav|he can get them for me|indian_male
294351\audio.wav|decorating the short facilities is mined in acadie and hold the more on the way with|indian_male
294356\audio.wav|the players soon war should the elegies on the door shall there|indian_male
29440\audio.wav|he lives in the part|indian_male
29445\audio.wav|they are not content with that light now|indian_male
294455\audio.wav|i am happy to be of|indian_male
294462\audio.wav|how the metope vicunas of the precise|indian_male
294488\audio.wav|strong hippogriffe can prevent a man in the middle to read a conversation|indian_male
294526\audio.wav|you bet we|indian_male
294534\audio.wav|he is demanding our rights|indian_male
294540\audio.wav|you an tree blocks is angelhood idea but it requires the use to men of the|indian_male
294544\audio.wav|it is that the|indian_male
294574\audio.wav|what is a more wise to get who then handed the heavy note|indian_male
294630\audio.wav|disappointed in the sitting detonite i trace their|indian_male
294633\audio.wav|we may feel and not having a friend like you and i am so epithet you to god to catch her|indian_male
294639\audio.wav|it seemed be merited|indian_male
294645\audio.wav|it was such a tree he went were bunk follow adrenalin|indian_male
294689\audio.wav|because the christian was dirty|indian_male
294740\audio.wav|you get out of their quick|indian_male
294761\audio.wav|that kenniston front with the falcon on his sword|indian_male
294763\audio.wav|neither dead is the duty quite similar defeat|indian_male
294797\audio.wav|the genus videbitis of good and ever|indian_male
294858\audio.wav|and of course it's not very customs able|indian_male
294879\audio.wav|he comes by his net|indian_male
294906\audio.wav|the boy was also said in his friend was in pursuit of his destiny|indian_male
294912\audio.wav|the recesses|indian_male
29494\audio.wav|he understands the forces of nature|indian_male
294977\audio.wav|that i close my count|indian_male
294999\audio.wav|on the beating my brother daughter to take the fairy to action for the few days|indian_male
295003\audio.wav|mohammed plays often with the|indian_male
295048\audio.wav|candida is an old german new|indian_male
295067\audio.wav|i hear a horse|indian_male
295076\audio.wav|it soon|indian_male
295117\audio.wav|one more is|indian_male
295161\audio.wav|i'm the one that|indian_male
295164\audio.wav|was not aboard|indian_male
295167\audio.wav|it was sweetened|indian_male
295172\audio.wav|a water agent|indian_male
295200\audio.wav|i used to look at daleswoman and name them the happiness|indian_male
295225\audio.wav|because he very moat|indian_male
295233\audio.wav|lin said raised to confront new loto like|indian_male
29525\audio.wav|then grow head and baleinier to one common and try the|indian_male
295279\audio.wav|no sense in going up there|indian_male
29529\audio.wav|that officious than|indian_male
295293\audio.wav|he sailed him|indian_male
295330\audio.wav|you were a point in the gun|indian_male
295417\audio.wav|and i mean by that|indian_male
295447\audio.wav|granma i feared less|indian_male
295479\audio.wav|it is a conceit|indian_male
295504\audio.wav|finally in together fly a plane fine then interfered to naples|indian_male
29553\audio.wav|all of the resources were used up|indian_male
295566\audio.wav|i shouldn't think so|indian_male
295603\audio.wav|lawson iterate was now|indian_male
295630\audio.wav|one o the thieves and one to tie general|indian_male
295646\audio.wav|i venerate fire|indian_male
295655\audio.wav|they won't let me go|indian_male
295670\audio.wav|what did your family have to say about it|indian_male
295672\audio.wav|i want to do something that and something important|indian_male
295691\audio.wav|what is a median|indian_male
295706\audio.wav|you are demanding your rights|indian_male
295736\audio.wav|i am going into business for myself|indian_male
295744\audio.wav|a boat is ration for a restaurant in a low in six years|indian_male
295749\audio.wav|a thousand to|indian_male
295784\audio.wav|talisman had been voyages by the stool|indian_male
295839\audio.wav|i decided to go ahead and make it of a able on get|indian_male
295844\audio.wav|yes only let perfectly selenite|indian_male
295848\audio.wav|happy new year to you all|indian_male
295853\audio.wav|if it were he would already have heard of it|indian_male
295879\audio.wav|he did a fenster tick and impenetrable|indian_male
295901\audio.wav|the case tied cosentino disapoint|indian_male
295918\audio.wav|zora garish me hoo order|indian_male
295981\audio.wav|will you get out and let me handle this|indian_male
295991\audio.wav|he noon to find burnand coming and put them back in the pot|indian_male
29601\audio.wav|the romans of trigger he told her|indian_male
296040\audio.wav|the bemember his dream as a believing was cleared|indian_male
296060\audio.wav|this was the nealing down the slow visioning file|indian_male
296135\audio.wav|some sparring is a tree in drinking beer from paper caps|indian_male
296166\audio.wav|it noise|indian_male
296210\audio.wav|the same almost over|indian_male
296227\audio.wav|just beginning to get an idea what does things men|indian_male
296244\audio.wav|the deposit is treason remain|indian_male
296276\audio.wav|i artemidorus bee to|indian_male
296279\audio.wav|the old etretat|indian_male
296330\audio.wav|we can live greater|indian_male
296343\audio.wav|go down to the office and arrange for some red out|indian_male
296354\audio.wav|he was in the former piece of fear|indian_male
296373\audio.wav|the air nine was well indeed the fire|indian_male
296405\audio.wav|they hope to get he had dad embryo by urging the beany offer the rent as|indian_male
296475\audio.wav|has menico been in the papers|indian_male
296490\audio.wav|your matter is systematic and mostly resonable motivated|indian_male
296496\audio.wav|i do anecdotical over so i|indian_male
296531\audio.wav|the book was reckoning famish|indian_male
296590\audio.wav|it really ought to be easy except that right now there an outstanding book|indian_male
296600\audio.wav|he is a member of king's homeknit had on an oak|indian_male
296657\audio.wav|it is just rising to eat|indian_male
296679\audio.wav|still on caneback conway|indian_male
296724\audio.wav|don't you denominate|indian_male
296794\audio.wav|i want a|indian_male
296796\audio.wav|isotopes selling years ages be|indian_male
296856\audio.wav|i think the perceived that nothing what was to be done at the moment|indian_male
296858\audio.wav|he gave me his word upon the|indian_male
296859\audio.wav|they are all its enables any bones in|indian_male
296931\audio.wav|having heard that the boy began even more interested in all him|indian_male
296941\audio.wav|i pointed beylistes|indian_male
296969\audio.wav|did you bring the christmas set|indian_male
296978\audio.wav|at a long alone|indian_male
296979\audio.wav|i met part on the lake|indian_male
29703\audio.wav|it is mister eades who|indian_male
297031\audio.wav|my natural men adopt|indian_male
29704\audio.wav|that gives your life your what i must again|indian_male
297095\audio.wav|there is a social cecily he on the other side of the|indian_male
297110\audio.wav|the one is to canada the drop|indian_male
297143\audio.wav|could you give me a peace of red|indian_male
297148\audio.wav|the fear like position has puckered out on whether the company's deshi is competent|indian_male
297155\audio.wav|this is not the other palaces on secret|indian_male
29718\audio.wav|but men be on to who de repoli and rise bratherton and the lovely weather|indian_male
297191\audio.wav|that was me call|indian_male
297209\audio.wav|the virus in letters and consents he had also not been|indian_male
297211\audio.wav|hutinet|indian_male
29726\audio.wav|a man destroying the present|indian_male
297275\audio.wav|a breeze began to blow|indian_male
297309\audio.wav|the swat antietam used an optical land to observe the proceedings behind the door|indian_male
297407\audio.wav|the actresses|indian_male
297418\audio.wav|the ash tray was empty|indian_male
297430\audio.wav|is he the only the king except|indian_male
297445\audio.wav|i want to get back to my ship passed|indian_male
297534\audio.wav|there isn't even a single reason for me to go to the lake to day|indian_male
297559\audio.wav|you can count on me under one condition|indian_male
297567\audio.wav|john waited the game is called on account of jane|indian_male
297568\audio.wav|i didn't find the glory so i just used the recompense|indian_male
29757\audio.wav|i can believe it|indian_male
297638\audio.wav|but one reason of the place|indian_male
297641\audio.wav|the biologist torrents had lots of home of the door until the next lecture|indian_male
297683\audio.wav|an infant on the roof is so a repose in the|indian_male
297689\audio.wav|we long to morrow we are all right was the alchemist only response|indian_male
297700\audio.wav|i am going to scream|indian_male
297703\audio.wav|your line to|indian_male
297705\audio.wav|they say at parties house elect to osago|indian_male
297707\audio.wav|only an insecurity in the cases|indian_male
297737\audio.wav|the county man in dollar project is rejected to be finished are|indian_male
297767\audio.wav|show me the nearest movie house showing more on five and the grand lady|indian_male
297774\audio.wav|business in as we common was in the main wing situation|indian_male
297780\audio.wav|he must have on a expedite|indian_male
297894\audio.wav|i couldn't stop staring at a|indian_male
297943\audio.wav|i doubted to see recent|indian_male
297969\audio.wav|this is no good alternate|indian_male
298030\audio.wav|i am fine blow rose as is used of acumen|indian_male
298088\audio.wav|the review of religion matters in burton formed|indian_male
298095\audio.wav|he did find it so after doll and not for from the find pits|indian_male
29818\audio.wav|the town folk were all came|indian_male
298181\audio.wav|can you see vanishing the|indian_male
29821\audio.wav|the gray union was negotiated in higher laws with the other state orders|indian_male
298279\audio.wav|the cinema was abandoned|indian_male
29828\audio.wav|the gipsies are really smart in pomp|indian_male
298305\audio.wav|can i do something jessie|indian_male
298309\audio.wav|just like a noon|indian_male
298325\audio.wav|as i bade a rounded overside suffuses all safe to souls|indian_male
298371\audio.wav|and not in tested your book|indian_male
298383\audio.wav|i gave a money is extends|indian_male
298403\audio.wav|and all forget the|indian_male
298458\audio.wav|the less somegate without a cabin|indian_male
298498\audio.wav|according to the predominant notions in the vatican condemned shouldn't be used inspired of patay|indian_male
298541\audio.wav|you men get a source schools and by mary distribution of the lasher fromaget suppose|indian_male
298546\audio.wav|may leave elias of|indian_male
298570\audio.wav|a guest was homesick|indian_male
298594\audio.wav|that's the man stole my horse|indian_male
298630\audio.wav|that was a little bill man many a|indian_male
298643\audio.wav|is that embitter|indian_male
298672\audio.wav|i'm going out and find them|indian_male
298684\audio.wav|two men were besetting me if fiers are|indian_male
298689\audio.wav|on it went to contain|indian_male
298693\audio.wav|and i hate fat|indian_male
2987\audio.wav|the nesting aroused national interest|indian_male
298747\audio.wav|what for somebody else|indian_male
298888\audio.wav|african is very similar to but|indian_male
298889\audio.wav|tending you see her last|indian_male
298898\audio.wav|there we see a lot of spain things from no one|indian_male
298915\audio.wav|we can describe the objects more more with the differential question of second|indian_male
298941\audio.wav|and o course i used bad and democrat through the side although i preferred to use foot beds for this|indian_male
298982\audio.wav|she has the stuff|indian_male
298990\audio.wav|the plain of selected on the tastes|indian_male
298998\audio.wav|i have actually fallen in love with him|indian_male
2990\audio.wav|he was able to get on his knees but he could leslie back|indian_male
299012\audio.wav|opinionative and|indian_male
299037\audio.wav|the fire on the soft|indian_male
299047\audio.wav|i find the around the bees|indian_male
299093\audio.wav|congressmen are one is here to see|indian_male
299118\audio.wav|the men get some of that set on as soon as possible|indian_male
299129\audio.wav|some people prefer not to qualify the feelings the way|indian_male
